Start,GetPodsTime,Wanted,Running,Creating,Pending,Terminating,Error,Total Active Memory,Total Free Memory,Total Available,Total Buffers,Total Cached,Active,0,1,2,3,Free,0,1,2,3,Available,0,1,2,3,Buffers,0,1,2,3,Cached,0,1,2,3
119,1,57,0,0,57,0,0,1690872,91864420,127814972,20960,37184704,,496420,398460,398044,397948,,22608152,23219044,23226320,22810904,,31869460,31979516,31986496,31979500,,5240,5240,5240,5240,,9568436,9070156,9069968,9476144
122,0,58,0,0,58,0,0,1691252,91861784,127812368,20960,37184748,,496640,398648,398100,397864,,22605788,23219288,23227276,22809432,,31867104,31979760,31987460,31978044,,5240,5240,5240,5240,,9568440,9070164,9069976,9476168
124,0,59,0,0,59,0,0,1691152,91863244,127813852,20960,37184788,,496152,398400,398520,398080,,22605956,23221384,23226044,22809860,,31867276,31981868,31986232,31978476,,5240,5240,5240,5240,,9568452,9070176,9069984,9476176
126,0,60,0,0,60,0,0,1690728,91860444,127811092,20960,37184824,,496180,398260,397960,398328,,22604616,23220064,23226276,22809488,,31865944,31980560,31986476,31978112,,5240,5240,5240,5240,,9568460,9070188,9069992,9476184
128,0,61,0,0,61,0,0,1691332,91859404,127810080,20960,37184840,,496696,398560,397984,398092,,22604316,23219656,23225572,22809860,,31865652,31980156,31985780,31978492,,5240,5240,5240,5240,,9568468,9070188,9070004,9476180
130,0,62,0,0,62,0,0,1692052,91865124,127815844,20960,37184884,,496868,398748,398188,398248,,22603624,23222592,23227972,22810936,,31864976,31983104,31988188,31979576,,5240,5240,5240,5240,,9568488,9070204,9070004,9476188
132,0,63,0,0,63,0,0,1692000,91861576,127812320,20960,37184920,,496732,398656,398312,398300,,22600632,23221592,23226816,22812536,,31861984,31982112,31987040,31981184,,5240,5240,5240,5240,,9568480,9070208,9070020,9476212
134,0,64,0,0,64,0,0,1691324,91862740,127813524,20960,37184960,,496648,398588,398268,397820,,22599624,23221336,23226132,22815648,,31860992,31981868,31986360,31984304,,5240,5240,5240,5240,,9568504,9070224,9070020,9476212
136,0,65,0,0,65,0,0,1691588,91865016,127815836,20960,37185000,,496508,398660,398108,398312,,22602100,23223396,23224480,22815040,,31863476,31983936,31984720,31983704,,5240,5240,5240,5240,,9568516,9070236,9070032,9476216
138,1,66,0,0,66,0,0,1691620,91869076,127819916,20960,37185032,,496412,398320,398440,398448,,22602028,23225500,23227404,22814144,,31863412,31986032,31987652,31982820,,5240,5240,5240,5240,,9568520,9070244,9070040,9476228
140,1,67,0,0,67,0,0,1693188,91869808,127822660,20960,37187112,,496396,398376,398388,400028,,22604796,23224272,23228896,22811844,,31866184,31984812,31989156,31982508,,5240,5240,5240,5240,,9568528,9070248,9070052,9478284
143,0,68,0,0,68,0,0,1693652,91868076,127821028,20960,37187132,,496528,398628,398588,399908,,22603748,23224556,23226936,22812836,,31865144,31985100,31987208,31983576,,5240,5240,5240,5240,,9568532,9070248,9070064,9478288
145,0,69,0,0,69,0,0,1692960,91867976,127820968,20960,37187168,,496256,398416,398152,400136,,22603056,23225544,23226248,22813128,,31864460,31986100,31986524,31983884,,5240,5240,5240,5240,,9568536,9070256,9070064,9478312
147,0,70,0,0,70,0,0,1694220,91867512,127820540,20960,37187208,,496500,398932,398596,400192,,22603864,23224000,23226204,22813444,,31865288,31984564,31986484,31984204,,5240,5240,5240,5240,,9568556,9070264,9070072,9478316
149,0,71,0,0,71,0,0,1693964,91864152,127817208,20960,37187244,,496712,398596,398464,400192,,22602584,23223048,23226344,22812176,,31864008,31983620,31986632,31982948,,5240,5240,5240,5240,,9568552,9070280,9070084,9478328
151,0,72,0,0,72,0,0,1693260,91861644,127814740,20960,37187280,,495968,398988,398124,400180,,22602164,23223472,23224548,22811460,,31863596,31984056,31984848,31982240,,5240,5240,5240,5240,,9568560,9070288,9070092,9478340
153,0,73,0,0,73,0,0,1693252,91862272,127815404,20960,37187308,,496192,398564,398452,400044,,22601680,23223772,23224264,22812556,,31863128,31984364,31984572,31983340,,5240,5240,5240,5240,,9568580,9070292,9070104,9478332
155,0,74,0,0,74,0,0,1694496,91862200,127815356,20960,37187324,,496728,398564,398568,400636,,22600808,23223860,23224676,22812856,,31862256,31984460,31984992,31983648,,5240,5240,5240,5240,,9568580,9070300,9070104,9478340
157,0,75,0,0,75,0,0,1692652,91862872,127816076,20960,37187396,,496088,398216,398180,400168,,22606868,23222436,23225008,22808560,,31868324,31983052,31985332,31979368,,5240,5240,5240,5240,,9568588,9070324,9070124,9478360
159,1,76,0,0,76,0,0,1694816,91865156,127820356,20960,37189468,,496100,400424,398228,400064,,22609980,23221284,23225732,22808160,,31871452,31983860,31986068,31978976,,5240,5240,5240,5240,,9568612,9072368,9070120,9478368
