Iteration,Elapsed,Running,Creating,Terminating,Evicted,Total Active Memory,Total Free Memory, Active,0,1,2,3,4,Free,0,1,2,3,4
124,1072,55,50,168,0,21848668,12107128,,4947772,4479920,8683924,3737052,0,,2381588,1219884,2115960,6389696,0
125,1081,55,50,168,0,21849588,11327824,,4974596,4481052,8672896,3721044,0,,1436044,1218848,2266916,6406016,0
126,1089,58,47,168,0,21995260,10171264,,5145740,4482740,8645620,3721160,0,,358092,1217564,2190376,6405232,0
127,1098,58,47,168,0,22113396,9923308,,5201572,4484544,8693656,3733624,0,,220608,1215660,2103496,6383544,0
128,1107,58,47,168,0,21991728,10047928,,5093448,4483820,8688104,3726356,0,,332896,1216344,2114184,6384504,0
129,1115,58,47,168,0,21918744,10433352,,5037468,4481032,8689736,3710508,0,,647336,1125080,2247812,6413124,0
130,1124,58,47,168,0,21918884,10062680,,5065376,4483732,8663184,3706592,0,,373228,1122608,2150296,6416548,0
131,1133,58,47,168,0,21944344,10016868,,5059980,4484840,8695240,3704284,0,,379260,1121196,2097676,6418736,0
132,1141,60,45,168,0,21969920,9992596,,5079660,4486796,8695268,3708196,0,,363596,1115328,2098208,6415464,0
133,1150,60,45,168,0,21949600,11099416,,5123592,4465460,8652444,3708104,0,,367096,2111152,2205180,6415988,0
134,1159,60,45,168,0,21987072,10867424,,5094872,4463372,8705212,3723616,0,,341992,2022500,2103836,6399096,0
135,1167,60,71,131,0,21952776,10701340,,5105248,4459564,8654084,3733880,0,,318996,1847776,2151540,6383028,0
136,1176,60,71,95,0,21966312,10607312,,5068472,4457212,8701292,3739336,0,,367840,1768600,2090128,6380744,0
137,1182,60,71,62,0,21883344,10722276,,5085160,4459180,8604836,3734168,0,,336096,1766060,2233648,6386472,0
138,1188,60,71,59,0,21911348,10973096,,5084780,4461592,8644068,3720908,0,,611340,1766188,2194248,6401320,0
139,1194,60,71,59,0,21892616,10705648,,5085092,4462544,8619412,3725568,0,,353236,1763660,2192956,6395796,0
140,1200,60,71,59,0,21973812,10567548,,5081556,4464084,8706092,3722080,0,,334480,1761844,2071524,6399700,0
141,1206,60,71,59,0,21911032,10665280,,5043168,4462664,8685428,3719772,0,,391028,1762740,2108948,6402564,0
142,1211,60,70,59,0,21866044,10693224,,4985324,4465484,8697676,3717560,0,,443552,1758852,2086588,6404232,0
143,1217,60,70,59,0,21914296,10652476,,5047440,4464224,8669144,3733488,0,,360644,1760256,2147864,6383712,0
144,1223,60,70,59,0,21916668,10369340,,5039412,4464688,8690884,3721684,0,,369596,1505632,2098016,6396096,0
145,1229,60,70,59,0,21845632,10483368,,5046004,4465864,8595768,3737996,0,,359864,1504640,2234420,6384444,0
146,1235,60,70,59,0,21964072,10298964,,5039632,4463800,8707040,3753600,0,,363904,1506876,2060480,6367704,0
147,1241,60,70,59,0,21932008,10406180,,5031600,4464664,8686064,3749680,0,,427352,1505488,2101888,6371452,0
148,1246,60,70,59,0,21906124,10407472,,4991544,4464164,8707904,3742512,0,,461264,1506140,2060200,6379868,0
149,1252,60,70,59,0,21835440,10490264,,5019312,4465160,8616720,3734248,0,,393404,1504592,2204032,6388236,0
150,1258,60,70,59,0,21954336,10325860,,5039456,4467864,8706124,3740892,0,,375256,1502516,2067524,6380564,0
151,1264,60,70,59,0,21863520,10470056,,5030752,4467560,8636988,3728220,0,,382644,1500708,2193552,6393152,0
152,1270,60,70,59,0,22010284,10243280,,5049268,4467552,8709880,3783584,0,,362072,1500592,2058944,6321672,0
153,1276,61,70,59,0,21968868,10302200,,5081776,4464232,8712416,3710444,0,,337084,1503920,2055984,6405212,0
154,1281,61,70,59,0,21915112,10397100,,5030208,4464192,8710948,3709764,0,,425144,1503980,2058060,6409916,0
155,1287,61,70,59,0,21802908,10562232,,5024320,4465184,8603660,3709744,0,,409648,1502980,2238916,6410688,0
156,1293,61,70,59,0,21798896,10521492,,5024904,4463408,8620388,3690196,0,,405840,1504188,2180192,6431272,0
157,1299,61,70,59,0,21861464,10463516,,5030712,4464820,8668824,3697108,0,,398804,1502468,2137524,6424720,0
158,1305,61,70,59,0,21933140,10427556,,5037384,4464184,8716700,3714872,0,,703388,1263772,2054564,6405832,0
159,1311,61,70,59,0,21926624,10332340,,5037200,4464020,8712736,3712668,0,,608988,1259296,2057636,6406420,0
160,1317,61,70,59,0,21889648,10180288,,5005596,4463324,8705268,3715460,0,,449144,1259788,2068868,6402488,0
161,1323,61,70,59,0,21805272,10309508,,4972088,4465404,8652524,3715256,0,,475272,1257376,2177064,6399796,0
162,1328,61,70,59,0,21845872,10251776,,5002500,4464348,8650380,3728644,0,,434980,1258500,2171524,6386772,0
163,1334,61,70,59,0,21894216,10164616,,4996120,4464708,8697932,3735456,0,,440256,1258208,2083016,6383136,0
164,1340,61,70,59,0,21831024,10420780,,4981384,4464980,8651492,3733168,0,,745052,1137492,2149536,6388700,0
165,1346,61,70,59,0,21860128,10170164,,4975304,4464844,8697460,3722520,0,,550424,1137720,2082720,6399300,0
166,1352,61,70,59,0,21787604,10306456,,4964184,4462380,8649580,3711460,0,,484700,1139988,2271288,6410480,0
167,1358,61,70,59,0,21801008,10169184,,4971380,4463212,8668852,3697564,0,,474568,1139652,2130640,6424324,0
168,1363,61,70,59,0,21815560,10154128,,4983196,4463868,8643476,3725020,0,,463204,1138680,2156424,6395820,0
169,1369,61,70,59,0,21833356,10645172,,4984804,4441308,8692708,3714536,0,,454144,1698616,2086188,6406224,0
