Iteration,Elapsed,Running,Creating,Total Active Memory,Total Free Memory, Active,0,1,2,3,4,5,Free,0,1,2,3,4,5
625,204,0,0,115561960,159734452,,18130456,18957756,18474612,19898096,18649876,21451164,,27315080,27159220,27702288,25458600,27676020,24423244
626,111,0,0,115615676,159623804,,18181708,18956984,18483412,19915320,18649232,21429020,,27254356,27159240,27684568,25447588,27659296,24418756
627,4,0,0,115709216,159591628,,18265528,18975644,18469696,19918184,18666024,21414140,,27204292,27128476,27693712,25437920,27665328,24461900
628,235,0,0,115651044,159623168,,18183428,18974088,18469020,19913204,18663560,21447744,,27251344,27164332,27701716,25441336,27637564,24426876
629,4,0,0,115689324,159611092,,18192968,18958956,18489336,19905152,18666144,21476768,,27276208,27149760,27696552,25437724,27661556,24389292
630,244,0,0,115600208,159686848,,18114492,18982188,18471756,19916516,18652512,21462744,,27364252,27141732,27693680,25413720,27653612,24419852
631,4,0,0,115585628,159720824,,18106364,18960912,18487324,19910924,18640112,21479992,,27361444,27159312,27683728,25442852,27675176,24398312
632,244,0,0,115638912,159661444,,18087380,18974164,18475780,19940092,18657104,21504392,,27343588,27152080,27706384,25425092,27673720,24360580
633,5,0,0,115707984,159584548,,18137184,18962376,18484784,19931108,18640164,21552368,,27312408,27161248,27686688,25428816,27672860,24322528
634,224,0,0,115764504,159540872,,18146548,18963296,18477028,19934356,18646708,21596568,,27264176,27172784,27678108,25407756,27659016,24359032
635,4,0,0,115704896,159616584,,18194000,18950048,18497124,19918280,18647072,21498372,,27283048,27180248,27673568,25420932,27685884,24372904
636,244,0,0,115675248,159643432,,18117440,18966748,18481860,19937044,18660060,21512096,,27338860,27158080,27710192,25396328,27659192,24380780
637,4,0,0,115709716,159629392,,18098460,18961104,18497464,19926656,18654248,21571784,,27368096,27159504,27692628,25407596,27671612,24329956
638,244,0,0,115719852,159585908,,18175020,18960548,18483364,19924880,18651724,21524316,,27292960,27160476,27698612,25414484,27670952,24348424
639,225,0,0,115883688,159409496,,18209848,18957320,18482680,19958996,18671068,21603776,,27223352,27155796,27698752,25383816,27651584,24296196
640,204,0,0,115834508,159450324,,18227180,18963504,18499904,19944672,18659620,21539628,,27228432,27162204,27668144,25402808,27665856,24322880
641,244,0,0,115785344,159438952,,18198336,18967224,18486340,19953252,18659512,21520680,,27249148,27138612,27686064,25370908,27659860,24334360
642,15,0,0,115860732,159416908,,18252892,18962520,18485100,19954064,18670212,21535944,,27195548,27146176,27704072,25382960,27649720,24338432
643,3,0,0,115805628,159441888,,18189336,18971244,18490748,19929428,18661444,21563428,,27241384,27130032,27687232,25405548,27652112,24325580
644,185,0,0,115874476,159404840,,18275864,18961816,18493436,19928828,18667112,21547420,,27183328,27161104,27675460,25400476,27654996,24329476
645,5,0,0,115989236,159212780,,18294540,18964032,18490736,19956100,18676612,21607216,,27142016,27154016,27667028,25372796,27628452,24248472
646,231,0,0,115863600,159349636,,18250396,18961920,18499552,19948592,18673848,21529292,,27159844,27160464,27676084,25394312,27634152,24324780
647,84,0,0,115997204,159180784,,18261140,18957012,18505348,19948468,18665828,21659408,,27153316,27139248,27666080,25374352,27644368,24203420
648,4,0,0,115897612,159336192,,18260748,18969824,18492508,19955580,18666568,21552384,,27173824,27145112,27672392,25373872,27655104,24315888
649,5,0,0,115913420,159250016,,18232920,18963408,18506436,19952812,18660068,21597776,,27197188,27150688,27634876,25374024,27643092,24250148
650,244,0,0,115878968,159419936,,18226368,18971056,18503040,19955400,18661384,21561720,,27262268,27138456,27676908,25375228,27659296,24307780
651,3,0,0,115992188,159189832,,18285108,18987280,18493508,19970192,18680888,21575212,,27115396,27137376,27667400,25356036,27617136,24296488
652,244,0,0,116034772,159160496,,18302652,18973092,18490864,19973912,18661920,21632332,,27125240,27136252,27675980,25338096,27643424,24241504
653,5,0,0,116128344,159128556,,18351908,18989156,18490372,19996648,18691768,21608492,,27122288,27130632,27677992,25323048,27633564,24241032
654,4,0,0,116031244,159194728,,18287252,18972988,18500096,19977140,18676596,21617172,,27158116,27134156,27658800,25347308,27636264,24260084
655,227,0,0,116046528,159132936,,18276368,18972372,18497964,19984984,18674660,21640180,,27148472,27129748,27672896,25346360,27626380,24209080
656,6,0,0,116174688,159033476,,18288484,18990752,18498760,20006944,18695024,21694724,,27144756,27124260,27664780,25319124,27614896,24165660
657,221,0,0,116005124,159139620,,18293240,18991180,18496208,19996752,18692976,21534768,,27124328,27110412,27655080,25311168,27613764,24324868
658,204,0,0,116152528,159025180,,18310300,18984516,18510052,19976252,18679576,21691832,,27123184,27108636,27665020,25343340,27620984,24164016
659,224,0,0,115968132,159219788,,18233632,18993720,18498872,19985796,18688556,21567556,,27189696,27107372,27656464,25331924,27625320,24309012
660,5,0,0,116042400,159095216,,18285336,18996432,18501816,19998048,18700372,21560396,,27145044,27120916,27647072,25310096,27589372,24282716
661,224,0,0,116002532,159174284,,18314072,18991376,18512936,20006624,18702856,21474668,,27098172,27122960,27647448,25338616,27626428,24340660
662,224,0,0,115772116,159306396,,18137448,19002432,18505936,19988896,18691140,21446264,,27262968,27111088,27639712,25312496,27601416,24378716
663,154,0,0,116033884,159107592,,18238932,19002332,18505692,19991972,18691496,21603460,,27156828,27103068,27639836,25327796,27620200,24259864
664,184,0,0,115957044,159183196,,18215056,18997464,18501508,19990860,18692288,21559868,,27209380,27101924,27654092,25319456,27607452,24290892
665,3,0,0,116077388,159025472,,18261524,19016124,18522956,20007428,18708920,21560436,,27157668,27092464,27615100,25302140,27583940,24274160
666,245,0,0,116140880,158978416,,18237844,18998964,18553120,19999244,18694508,21657200,,27141836,27094400,27645068,25304816,27601664,24190632
667,244,0,0,116078044,159024116,,18247864,19000904,18515360,20001048,18695796,21617072,,27177860,27092356,27623492,25303932,27590148,24236328
668,4,0,0,116182888,158880848,,18271352,19015868,18518784,20011424,18708744,21656716,,27113892,27083024,27614272,25299960,27582912,24186788
669,243,0,0,116177588,158911512,,18298104,19001204,18529420,20009864,18709316,21629680,,27095804,27086300,27641564,25279720,27591136,24216988
670,104,0,0,116200008,158887040,,18263772,19028176,18532964,20042996,18720060,21612040,,27121260,27080272,27622816,25270304,27567820,24224568
671,6,0,0,116252196,158865044,,18323456,19003244,18542520,20021048,18702364,21659564,,27084804,27100260,27607172,25289520,27587812,24195476
672,245,0,0,116278720,158918692,,18354288,19025080,18533104,20017296,18710000,21638952,,27055744,27074704,27621208,25346184,27594180,24226672
673,5,0,0,116234316,158920556,,18338768,19001988,18534104,20027696,18704720,21627040,,27082856,27094332,27615980,25272488,27592760,24262140
674,245,0,0,116134368,158955792,,18265568,19001924,18544272,20013168,18706156,21603280,,27157300,27081920,27594416,25292620,27589032,24240504
675,3,0,0,116256744,158821892,,18338496,19004344,18553616,20028216,18723988,21608084,,27072356,27081284,27602264,25251788,27573864,24240336
676,232,0,0,116272536,158791572,,18354532,18999928,18541668,20019068,18709648,21647692,,27054928,27093104,27603640,25276664,27584072,24179164
677,5,0,0,116324264,158778336,,18365624,19008152,18553104,20024188,18711624,21661572,,27053112,27075912,27586460,25271672,27579092,24212088
678,223,0,0,116173752,158822544,,18326824,19012716,18564668,20033000,18725456,21511088,,27032760,27068408,27572792,25250512,27574580,24323492
679,5,0,0,116174924,158920944,,18257480,19004032,18558716,20026004,18703672,21625020,,27150420,27091716,27582156,25266456,27598180,24232016
680,80,0,0,116240404,158844112,,18318392,19010260,18584384,20042160,18717960,21567248,,27076804,27078760,27559788,25258292,27585336,24285132
681,4,0,0,116210452,158876744,,18314144,19009384,18558088,20038116,18705416,21585304,,27098984,27088152,27576136,25273276,27586080,24254116
682,244,0,0,116306924,158799376,,18332440,19027328,18554728,20038336,18725288,21628804,,27107112,27062092,27585192,25257524,27563472,24223984
683,184,0,0,116283196,158727768,,18334388,19009652,18554816,20030772,18701564,21652004,,27050516,27076852,27569556,25263840,27583936,24183068
684,4,0,0,116263664,158828228,,18353924,19027396,18551244,20042600,18719944,21568556,,27078176,27061160,27586092,25259244,27577276,24266280
685,244,0,0,116284736,158806356,,18291496,19011708,18582124,20035728,18713544,21650136,,27127060,27074416,27599556,25261880,27564608,24178836
686,4,0,0,116238768,158787784,,18314408,19013368,18562052,20035980,18712724,21600236,,27099624,27078064,27550316,25249992,27558944,24250844
687,5,0,0,116314308,158732656,,18398968,19009580,18551360,20040436,18714828,21599136,,27010240,27074992,27591424,25246044,27573036,24236920
688,213,0,0,116277620,158737092,,18274864,19019196,18536656,20047772,18714204,21684928,,27125440,27061956,27582848,25248536,27581092,24137220
689,145,0,0,116335744,158646516,,18341620,19038172,18540908,20049084,18718760,21647200,,27055896,27052980,27560064,25232844,27557596,24187136
690,5,0,0,116290200,158696576,,18318140,19023484,18539312,20047424,18717480,21644360,,27059000,27060372,27592984,25229260,27566924,24188036
691,225,0,0,116265280,158760804,,18272792,19023780,18544312,20047564,18714816,21662016,,27148164,27061272,27579696,25245484,27566088,24160100
692,144,0,0,116360480,158641396,,18365340,19023952,18543908,20054448,18721908,21650924,,27049384,27047860,27583284,25226548,27563276,24171044
693,4,0,0,116408200,158586316,,18369644,19021492,18550788,20064316,18747404,21654556,,27020440,27063756,27594840,25198384,27557944,24150952
694,240,0,0,116318916,158689932,,18225756,19022388,18550500,20072152,18723800,21724320,,27151388,27063940,27567556,25209880,27574400,24122768
695,84,0,0,116317600,158640072,,18274744,19028196,18552656,20075472,18745128,21641404,,27101348,27032256,27563544,25199360,27560948,24182616
696,5,0,0,116291720,158695060,,18289408,19031420,18551860,20089964,18732536,21596532,,27097884,27037464,27575128,25202892,27545836,24235856
697,3,0,0,116233128,158701128,,18291512,19026584,18553064,20076088,18743904,21541976,,27091216,27051468,27583428,25201868,27532220,24240928
698,4,0,0,116363372,158679444,,18326284,19031932,18558476,20087212,18739628,21619840,,27054168,27045332,27567488,25191280,27552204,24268972
699,204,0,0,116286640,158532340,,18284492,19032832,18561856,20114104,18743060,21550296,,27065904,27047568,27551732,25144232,27515376,24207528
700,4,0,0,116450428,158487092,,18334336,19031808,18573424,20126756,18756876,21627228,,27030872,27037980,27557152,25171472,27516988,24172628
701,105,0,0,116366080,158574292,,18241364,19059416,18559868,20121904,18757944,21625584,,27121620,27021204,27570300,25152708,27519008,24189452
702,85,0,0,116452544,158433964,,18329316,19065924,18560844,20103060,18762672,21630728,,27015228,27004264,27548460,25179956,27506260,24179796
703,3,0,0,116443244,158432452,,18302100,19048864,18569060,20086684,18767876,21668660,,27040468,27016128,27556076,25187732,27500608,24131440
704,204,0,0,116543064,158377940,,18402348,19048708,18565032,20094520,18766116,21666340,,26948900,27021632,27566120,25186548,27497968,24156772
705,3,0,0,116465404,158448040,,18310544,19076860,18559124,20099520,18768664,21650692,,27041516,26986508,27552656,25165836,27503912,24197612
706,4,0,0,116386668,158514956,,18295832,19060908,18562012,20095292,18769068,21603556,,27102772,27007416,27554820,25165180,27500984,24183784
707,244,0,0,116586760,158365264,,18384680,19082404,18577396,20098112,18764308,21679860,,26945876,26996412,27566016,25158312,27501936,24196712
708,4,0,0,116565864,158436648,,18408048,19069248,18564792,20093212,18766632,21663932,,26970344,26999024,27552948,25163600,27513572,24237160
709,174,0,0,116513604,158381044,,18359288,19065888,18563360,20098164,18764556,21662348,,27012436,27008580,27547028,25172536,27498572,24141892
710,79,0,0,116596664,158308488,,18388308,19079140,18584244,20107124,18774836,21663012,,26991044,26992280,27528872,25161060,27492672,24142560
711,4,0,0,116546548,158416852,,18377192,19072400,18570096,20094716,18752980,21679164,,27019168,27000152,27550880,25176788,27521388,24148476
712,4,0,0,116608212,158332552,,18347940,19089444,18588976,20110804,18765120,21705928,,27040720,26978064,27539856,25157624,27502212,24114076
713,244,0,0,116712504,158247276,,18492012,19076576,18577940,20113056,18760740,21692180,,26947304,26987396,27537776,25146416,27512392,24115992
714,4,0,0,116619540,158314348,,18450276,19094944,18563452,20104820,18753068,21652980,,26939056,26993476,27541432,25169000,27505516,24165868
715,189,0,0,116593512,158275748,,18437684,19083816,18582992,20100256,18757940,21630824,,26918344,26979396,27528104,25164476,27499516,24185912
716,83,0,0,116611316,158269896,,18449900,19079752,18574780,20108492,18762772,21635620,,26922712,26977276,27538484,25148820,27494488,24188116
717,5,0,0,116622272,158286652,,18444856,19064500,18566480,20112536,18763268,21670632,,26948012,26997256,27537760,25163104,27497220,24143300
718,185,0,0,116631556,158291808,,18411428,19062344,18567880,20118144,18760556,21711204,,26967404,27006400,27549448,25153316,27504960,24110280
719,3,0,0,116677220,158212256,,18444872,19079760,18585568,20123628,18776740,21666652,,26913656,26990024,27537320,25152548,27499324,24119384
720,244,0,0,116745748,158149608,,18478312,19068980,18586872,20145096,18773736,21692752,,26898548,26998628,27544888,25126320,27477044,24104180
721,4,0,0,116603188,158338240,,18370464,19070048,18583800,20122280,18771792,21684804,,27042648,26982448,27523096,25158596,27504600,24126852
722,245,0,0,116806544,158083488,,18488024,19070912,18594216,20142384,18793332,21717676,,26898112,26986884,27534068,25125336,27451600,24087488
723,5,0,0,116750588,158207248,,18486084,19073888,18582868,20130028,18772508,21705212,,26905720,26978596,27522948,25137716,27498660,24163608
724,4,0,0,116761660,158111392,,18457516,19072244,18596012,20147824,18786896,21701168,,26930140,26986640,27534144,25103676,27459732,24097060
725,224,0,0,116724248,158201348,,18448596,19085860,18588264,20140872,18771416,21689240,,26921256,27035600,27529540,25122424,27490032,24102496
726,4,0,0,116700504,158189944,,18436388,19079656,18589608,20153240,18770952,21670660,,26935652,26987868,27535376,25120572,27457632,24152844
727,4,0,0,116716584,158103448,,18431768,19096884,18584528,20140836,18774884,21687684,,26924964,26985052,27516328,25112568,27468152,24096384
728,245,0,0,116770044,158072044,,18408832,19103464,18607208,20154172,18784528,21711840,,26940628,26962748,27508288,25127096,27451084,24082200
729,5,0,0,116733584,158116152,,18379460,19081884,18601536,20141592,18780672,21748440,,26986660,26993004,27511948,25099656,27469900,24054984
730,244,0,0,116769504,158067420,,18359228,19095296,18607216,20145084,18782648,21780032,,27010280,26961704,27520988,25120740,27453860,23999848
731,5,0,0,116668732,158189704,,18386648,19095764,18590652,20145308,18793432,21656928,,26952600,26980748,27516668,25106404,27477048,24156236
732,183,0,0,116744640,158117428,,18398324,19101944,18606796,20160812,18796896,21679868,,26954140,26979188,27498460,25096544,27468596,24120500
733,4,0,0,116738340,158134248,,18501624,19083964,18589332,20163492,18781816,21618112,,26843216,26977848,27516576,25120908,27473524,24202176
734,204,0,0,116720616,158073916,,18386928,19105544,18603968,20151076,18790836,21682264,,26954828,26956656,27506804,25109512,27473872,24072244
735,4,0,0,116726472,158107192,,18381172,19086680,18593128,20157900,18799204,21708388,,26966044,26984984,27510416,25085032,27459772,24100944
736,245,0,0,116803240,158058864,,18409836,19087584,18590376,20157536,18798448,21759460,,26897892,26985660,27522136,25090544,27452840,24109792
737,3,0,0,116858952,157934012,,18453804,19087332,18607692,20174996,18815372,21719756,,26909080,26968488,27506168,25068656,27444556,24037064
738,226,0,0,116805136,157997728,,18395528,19078560,18598448,20159720,18797864,21775016,,26936932,26987604,27505400,25081600,27454412,24031780
739,3,0,0,116823972,157983960,,18404220,19114896,18596360,20175860,18798644,21733992,,26934052,26939204,27513160,25090444,27459020,24048080
740,183,0,0,116843376,157954532,,18454504,19092348,18609432,20188100,18808580,21690412,,26889088,26960080,27494108,25060944,27452640,24097672
741,84,0,0,116870056,157949716,,18444008,19097840,18610396,20186424,18805388,21726000,,26896104,26961832,27505208,25056984,27459320,24070268
742,5,0,0,116936072,157821908,,18411452,19111440,18615068,20195112,18818708,21784292,,26922280,26932996,27487724,25043212,27442152,23993544
743,244,0,0,116903200,157864972,,18516680,19098428,18614724,20189488,18814244,21669636,,26787364,26959568,27501768,25064752,27443652,24107868
744,244,0,0,116992840,157813708,,18528032,19100128,18596280,20192324,18799148,21776928,,26820884,26952336,27522368,25052092,27465324,24000704
745,3,0,0,116994208,157787936,,18447616,19115240,18609836,20204528,18802748,21814240,,26882252,26937912,27503360,25036716,27454792,23972904
746,244,0,0,116963848,157852612,,18450268,19109800,18608840,20218172,18805212,21771556,,26892296,26960848,27512468,25007984,27444168,24034848
747,4,0,0,117014532,157786484,,18489156,19123656,18608844,20215340,18801032,21776504,,26859276,26927192,27498364,25031240,27454068,24016344
748,244,0,0,116986660,157762912,,18489004,19109968,18603704,20203732,18807512,21772740,,26864316,26931556,27486664,25032784,27442296,24005296
749,109,0,0,117126448,157647740,,18561576,19107756,18618980,20224868,18834520,21778748,,26788432,26943796,27485056,25006016,27412548,24011892
750,223,0,0,116949292,157813576,,18482624,19111868,18605956,20189732,18812728,21746384,,26842708,26934560,27506152,25035828,27450024,24044304
751,245,0,0,117073188,157687572,,18473192,19111384,18619544,20219836,18827060,21822172,,26874568,26937412,27473620,25018900,27431264,23951808
752,4,0,0,116997872,157724316,,18499288,19112500,18608180,20206356,18811012,21760536,,26840320,26931036,27487544,25013544,27427796,24024076
753,245,0,0,117012644,157747936,,18469940,19113364,18631344,20216572,18830556,21750868,,26860248,26912540,27487996,25013120,27432440,24041592
754,184,0,0,117092336,157692836,,18476828,19120516,18606636,20224300,18827120,21836936,,26880188,26922300,27492496,25011108,27419068,23967676
755,4,0,0,117082860,157636628,,18503952,19120204,18610708,20210136,18814764,21823096,,26808968,26937484,27484928,25013356,27432688,23959204
756,204,0,0,117084420,157593644,,18443328,19134168,18628012,20212520,18822396,21843996,,26876168,26902700,27467988,25006160,27422824,23917804
757,5,0,0,117081592,157681204,,18519632,19130508,18614084,20215908,18818536,21782924,,26818988,26899228,27470324,25004520,27421776,24066368
758,3,0,0,117047624,157671524,,18400660,19136384,18628308,20241612,18823908,21816752,,26938348,26900344,27464616,24997948,27419380,23950888
759,244,0,0,116915876,157726836,,18395876,19120712,18618680,20220552,18832220,21727836,,26889700,26912756,27466640,24995884,27431644,24030212
760,5,0,0,117165336,157579804,,18429280,19137104,18646776,20249088,18840660,21862428,,26874524,26915044,27456064,24987592,27394184,23952396
761,245,0,0,117037188,157681620,,18395796,19124880,18631036,20243124,18845456,21796896,,26928560,26917440,27470320,24982904,27409244,23973152
762,4,0,0,117056188,157728024,,18408100,19128664,18635840,20236516,18824108,21822960,,26980628,26935256,27456308,24983288,27420196,23952348
763,245,0,0,116915424,157756804,,18351528,19153552,18656852,20238944,18825752,21688796,,26970272,26888524,27432516,24984564,27421944,24058984
764,4,0,0,116964404,157725060,,18404544,19127256,18619756,20234584,18843932,21734332,,26926404,26908152,27472908,24992828,27390616,24034152
765,104,0,0,117001700,157610016,,18435368,19129352,18658012,20244896,18830712,21703360,,26888904,26901284,27438284,24968628,27411476,24001440
766,4,0,0,117006616,157695988,,18383200,19133440,18621644,20246732,18855304,21766296,,26934884,26899348,27465336,24967748,27416340,24012332
767,240,0,0,116905864,157769236,,18402568,19122160,18626216,20252496,18825656,21676768,,26916396,26927612,27465564,24962608,27401396,24095660
768,4,0,0,117087788,157589016,,18487236,19151720,18637788,20251008,18829500,21730536,,26843796,26894944,27452588,24966304,27412204,24019180
769,228,0,0,117002372,157612768,,18454436,19139696,18640144,20250896,18827352,21689848,,26856664,26886532,27445936,24937844,27405352,24080440
770,204,0,0,117069932,157601708,,18423484,19129704,18634528,20258972,18834080,21789164,,26917888,26902456,27457224,24954712,27422064,23947364
771,4,0,0,117192252,157417492,,18470196,19147748,18629052,20271856,18837856,21835544,,26819644,26884700,27457416,24930316,27394560,23930856
772,4,0,0,117052748,157682940,,18436964,19130544,18629772,20258500,18843500,21753468,,26968860,26908744,27452948,24942208,27412772,23997408
773,184,0,0,117149720,157423012,,18482792,19150592,18642816,20249960,18832852,21790708,,26808100,26872700,27432592,24959492,27400252,23949876
774,203,0,0,117115560,157484308,,18438520,19136528,18639284,20266248,18848588,21786392,,26850020,26906612,27436688,24952180,27388152,23950656
775,124,0,0,117281512,157361540,,18475936,19138472,18643672,20266596,18860544,21896292,,26900832,26877884,27413024,24940560,27373292,23855948
776,184,0,0,117199760,157364140,,18467276,19141092,18647636,20256564,18880188,21807004,,26808468,26879996,27425704,24953132,27366072,23930768
777,4,0,0,117169964,157328372,,18430868,19153152,18660640,20253296,18853688,21818320,,26822532,26857740,27412736,24943168,27373712,23918484
778,245,0,0,117311992,157302252,,18490300,19156428,18650708,20280896,18866780,21866880,,26802504,26871048,27439272,24938188,27354480,23896760
779,144,0,0,117354472,157219220,,18490424,19160680,18658012,20282144,18872464,21890748,,26818988,26860700,27421720,24916876,27342400,23858536
780,184,0,0,117296564,157314596,,18507020,19151432,18685488,20266820,18879024,21806780,,26784976,26878656,27407520,24929168,27350320,23963956
781,244,0,0,117249484,157316324,,18521032,19163528,18687376,20276048,18880844,21720656,,26804720,26857148,27378444,24921952,27338344,24015716
782,5,0,0,117330504,157228992,,18480244,19162468,18670952,20275792,18892668,21848380,,26803084,26861364,27391312,24920412,27337804,23915016
783,125,0,0,117361956,157201580,,18494084,19180896,18684756,20290008,18880952,21831260,,26801672,26844004,27392800,24903372,27354568,23905164
784,125,0,0,117461072,157133732,,18530676,19192132,18677048,20296556,18900600,21864060,,26807988,26841432,27405424,24909212,27303652,23866024
785,4,0,0,117416944,157289600,,18575096,19180628,18688992,20297420,18890520,21784288,,26905976,26830564,27385444,24890828,27339324,23937464
786,245,0,0,117438924,157103340,,18504588,19182464,18675864,20318400,18895744,21861864,,26780200,26839584,27393932,24874520,27334128,23880976
787,231,0,0,117456824,157061480,,18496428,19190872,18663544,20316680,18885248,21904052,,26793440,26825740,27388824,24869108,27347832,23836536
788,107,0,0,117492064,157038948,,18503196,19199340,18662468,20341348,18871344,21914368,,26807612,26822636,27392612,24853976,27340660,23821452
789,4,0,0,117464932,157071880,,18521084,19188344,18657760,20319472,18874180,21904092,,26789368,26832856,27405176,24865592,27352752,23826136
790,245,0,0,117438364,157070636,,18461964,19209056,18660552,20346232,18878568,21881992,,26838776,26801568,27401536,24850364,27330180,23848212
791,244,0,0,117252344,157222104,,18427756,19190564,18662808,20308148,18896256,21766812,,26841888,26815916,27407888,24883636,27332356,23940420
792,163,0,0,117359544,157156388,,18439804,19168308,18681684,20323172,18875432,21871144,,26849828,26844932,27373356,24858804,27350028,23879440
793,4,0,0,117363952,157099868,,18512516,19172344,18667120,20332392,18891196,21788384,,26762488,26832300,27394104,24869936,27320688,23920352
794,244,0,0,117293960,157212108,,18466652,19174784,18668172,20317508,18879312,21787532,,26825424,26835028,27402956,24869572,27334164,23944964
795,3,0,0,117353420,157152300,,18486020,19170136,18668628,20334956,18885652,21808028,,26807192,26829000,27398396,24853052,27324964,23939696
796,244,0,0,117368784,157177820,,18507544,19177264,18671984,20323732,18885980,21802280,,26857580,26830560,27395188,24852204,27331748,23910540
797,85,0,0,117265020,157206996,,18347756,19185360,18683996,20340364,18880668,21826876,,26901404,26823788,27378480,24866920,27322232,23914172
798,3,0,0,117434704,157045792,,18497880,19192848,18671140,20329468,18893848,21849520,,26781052,26821116,27386768,24851028,27321924,23883904
799,244,0,0,117361628,157106452,,18472612,19195468,18682924,20323048,18881160,21806416,,26802964,26824668,27386776,24852688,27331072,23908284
800,164,0,0,117460768,156971360,,18505104,19191704,18674408,20325920,18901072,21862560,,26755996,26817596,27373108,24875708,27293488,23855464
801,4,0,0,117509572,156961416,,18563152,19202128,18687580,20335516,18887288,21833908,,26714292,26797556,27376808,24861908,27331940,23878912
802,205,0,0,117410372,157020420,,18438672,19205812,18687564,20337196,18887556,21853572,,26824800,26811476,27369696,24857872,27310068,23846508
803,144,0,0,117464364,157022912,,18510124,19194272,18687028,20356512,18912348,21804080,,26764260,26821104,27381872,24830852,27304328,23920496
804,4,0,0,117479016,156938940,,18490792,19191732,18706320,20345336,18892708,21852128,,26768376,26822252,27350620,24815816,27306744,23875132
805,245,0,0,117525660,156883780,,18489700,19208740,18706700,20339912,18902168,21878440,,26753704,26788288,27336676,24844612,27315736,23844764
806,3,0,0,117520628,156845844,,18518876,19191408,18676472,20341312,18904204,21888356,,26719168,26815556,27362360,24832896,27298948,23816916
807,144,0,0,117568276,156752444,,18481508,19197080,18692828,20367168,18898196,21931496,,26754836,26787816,27342044,24814156,27306340,23747252
808,5,0,0,117635988,156794424,,18549132,19196724,18686856,20363108,18934992,21905176,,26699408,26810312,27374076,24834624,27281588,23794416
809,244,0,0,117631996,156742512,,18583780,19213192,18691824,20356364,18907544,21879292,,26667904,26799216,27345828,24815236,27294936,23819392
810,244,0,0,117561064,156866940,,18571884,19212060,18680700,20363200,18909252,21823968,,26724264,26780156,27373308,24812204,27274536,23902472
811,245,0,0,117750820,156709452,,18610320,19216764,18681760,20375440,18906848,21959688,,26670492,26793064,27358292,24803288,27299140,23785176
812,4,0,0,117794476,156654188,,18661344,19204276,18684492,20365980,18910216,21968168,,26619452,26806564,27360244,24805984,27289904,23772040
813,242,0,0,117778984,156691864,,18582780,19226392,18699448,20366852,18918828,21984684,,26710116,26790376,27378748,24798972,27289732,23723920
814,244,0,0,117706908,156783956,,18605716,19230116,18688488,20386064,18911616,21884908,,26689396,26787256,27377660,24784796,27297636,23847212
815,4,0,0,117700540,156722492,,18599804,19213904,18695272,20377080,18917332,21897148,,26644868,26800432,27376600,24790584,27294912,23815096
816,244,0,0,117822496,156779884,,18556048,19236356,18704976,20383412,18918372,22023332,,26728416,26760964,27352432,24785284,27285696,23867092
817,4,0,0,117742296,156709288,,18518812,19220832,18713884,20376112,18919152,21993504,,26763772,26796356,27345560,24805996,27293052,23704552
818,244,0,0,117727956,156739416,,18546568,19225504,18746808,20376048,18915920,21917108,,26706120,26798924,27333808,24795376,27299788,23805400
819,145,0,0,117717732,156695312,,18547548,19216640,18702052,20397972,18921060,21932460,,26734160,26780756,27348792,24770308,27292260,23769036
820,104,0,0,117562092,156786484,,18378396,19226692,18704400,20396760,18916628,21939216,,26856536,26769324,27324988,24779144,27295528,23760964
821,4,0,0,117785804,156618352,,18560940,19217996,18701512,20395072,18914884,21995400,,26735800,26774612,27344876,24758896,27291448,23712720
822,76,0,0,117794160,156595256,,18585700,19226616,18698172,20394024,18937196,21952452,,26681440,26767092,27357076,24764288,27266796,23758564
823,11,0,0,117873300,156540420,,18638056,19239392,18716364,20390904,18923388,21965196,,26611156,26763016,27351912,24777420,27281928,23754988
824,4,0,0,117996356,156357560,,18670724,19223920,18699300,20400000,18938088,22064324,,26592768,26781704,27339700,24741804,27267556,23634028
825,4,0,0,118000996,156357240,,18681312,19236968,18713616,20403244,18922572,22043284,,26570604,26768484,27327300,24747512,27272508,23670832
826,3,0,0,117874332,156494928,,18513856,19219292,18705344,20410044,18940148,22085648,,26725240,26778388,27337224,24746416,27252880,23654780
827,34,0,0,117784276,156635480,,18622216,19242524,18722268,20410400,18925188,21861680,,26624728,26757120,27353884,24755012,27279896,23864840
828,84,0,0,117722616,156671264,,18540484,19228520,18702948,20407660,18942416,21900588,,26720112,26771360,27337400,24755248,27281664,23805480
829,3,0,0,117844424,156533716,,18630644,19222824,18714216,20428668,18928036,21920036,,26624848,26782324,27345276,24728552,27262156,23790560
830,243,0,0,117925340,156442608,,18687148,19245748,18718032,20431616,18925460,21917336,,26553352,26762360,27332304,24717080,27273488,23804024
831,163,0,0,117829320,156533908,,18611632,19234948,18706664,20437212,18940368,21898496,,26633812,26768524,27325632,24726912,27265008,23814020
832,5,0,0,117775668,156578856,,18522260,19232480,18705388,20430064,18946404,21939072,,26700280,26765040,27334068,24723096,27264988,23791384
833,244,0,0,117893448,156485532,,18670516,19240156,18704772,20441044,18954028,21882932,,26599504,26764120,27340848,24721280,27240072,23819708
834,84,0,0,117889588,156431512,,18591752,19240444,18713564,20416596,18937424,21989808,,26644032,26753644,27322616,24740664,27260556,23710000
835,84,0,0,118057308,156330276,,18696200,19255116,18732340,20415616,18953796,22004240,,26571052,26724676,27318224,24742620,27247988,23725716
