Iteration,Elapsed,Running,Creating,Terminating,Total Active Memory,Total Free Memory, Active,0,1,2,3,Free,0,1,2,3
148,3,148,0,0,25322300,87299192,,4454276,4693908,7944768,8229348,,25217664,23822276,19293128,18966124
149,7,149,0,0,25319948,87288628,,4466956,4691172,7944908,8216912,,25193780,23841804,19276464,18976580
150,3,150,0,0,25344888,87254316,,4467024,4715656,7941040,8221168,,25189392,23803640,19292816,18968468
151,3,151,0,0,25356080,87259092,,4466560,4714708,7951348,8223464,,25201420,23808384,19288320,18960968
152,3,152,0,0,25419068,87178816,,4467676,4716164,7970228,8265000,,25204140,23795628,19251892,18927156
153,1,152,0,0,25397996,87181964,,4480316,4703668,7977692,8236320,,25173420,23814816,19241100,18952628
154,5,154,0,0,25385636,87168012,,4472800,4710800,7965816,8236220,,25164640,23801920,19256556,18944896
155,3,155,0,0,25419720,87170200,,4483068,4717412,7968096,8251144,,25179988,23800636,19254364,18935212
156,6,156,0,0,25443464,87113988,,4478708,4725648,7993756,8245352,,25173140,23790424,19226572,18923852
157,6,157,0,0,25420124,87155384,,4492164,4712352,7974460,8241148,,25158136,23812912,19247168,18937168
158,1,157,0,0,25431656,87107348,,4490716,4726696,7971528,8242716,,25161560,23771908,19246196,18927684
159,0,158,0,0,25458404,87095008,,4490276,4725912,7999532,8242684,,25156396,23787932,19214752,18935928
160,3,160,0,0,25467312,87080016,,4490284,4731144,7990276,8255608,,25150796,23777448,19238204,18913568
161,3,161,0,0,25516824,86998812,,4518768,4744328,7997200,8256528,,25137444,23745992,19216160,18899216
162,4,162,0,0,25506712,87036464,,4507696,4736676,8003188,8259152,,25148344,23749752,19222440,18915928
163,5,163,0,0,25498720,86985116,,4516660,4737364,7972596,8272100,,25109552,23762828,19231628,18881108
164,1,163,0,0,25521176,87011284,,4520152,4740808,7968008,8292208,,25103360,23766184,19258156,18883584
165,1,164,0,0,25536552,86993812,,4519008,4745580,7991240,8280724,,25118132,23770676,19208072,18896932
166,3,166,0,0,25562172,86960672,,4520176,4750928,8007520,8283548,,25116136,23753664,19208360,18882512
167,4,167,0,0,25558488,86968332,,4525220,4752460,8001176,8279632,,25117396,23756432,19206804,18887700
168,4,168,0,0,25587948,86917232,,4522416,4756412,8006888,8302232,,25114428,23754068,19201384,18847352
169,4,169,0,0,25582584,86931924,,4530292,4759316,8002388,8290588,,25114884,23754876,19187896,18874268
170,3,170,0,0,25584440,86908804,,4530440,4774700,7990020,8289280,,25101844,23732820,19209528,18864612
171,3,171,0,0,25610628,86882136,,4537384,4765520,7998740,8308984,,25100164,23735548,19191596,18854828
172,3,172,0,0,25654620,86839364,,4546432,4766544,7999400,8342244,,25098768,23733748,19195440,18811408
173,1,172,0,0,25669876,86824664,,4554896,4769580,7999984,8345416,,25086252,23725544,19206784,18806084
174,4,174,0,0,25707984,86779408,,4550732,4792484,8017900,8346868,,25080772,23706824,19181404,18810408
175,9,175,0,0,25708816,86735168,,4552460,4779656,8023616,8353084,,25092088,23692352,19165432,18785296
