Iteration,Elapsed,Running,Creating,Terminating,Total Active Memory,Total Free Memory, Active,0,1,2,3,Free,0,1,2,3
154,1,40,0,0,81180332,38473520,,19182068,19471160,21530256,20996848,,11385276,10056908,7952716,9078620
155,0,40,0,0,81555300,38109064,,19201932,19475224,21532768,21345376,,11371368,10048724,7957748,8731224
156,0,42,0,0,81784596,37849308,,19213208,19590372,21530968,21450048,,11361356,9932048,7946240,8609664
157,1,42,0,0,81962664,37695240,,19212456,19679804,21624044,21446360,,11368144,9839112,7862928,8625056
158,0,42,0,0,82209732,37435860,,19220892,19705764,21626308,21656768,,11364616,9796972,7857456,8416816
159,0,42,0,0,82284220,37349832,,19207004,19704836,21625092,21747288,,11361344,9798248,7854304,8335936
160,0,42,0,0,82379652,37207656,,19205260,19710968,21718424,21745000,,11350352,9799480,7742712,8315112
161,1,42,0,0,82424888,37213496,,19205968,19715044,21728340,21775536,,11369420,9806164,7737240,8300672
162,0,42,0,0,82449696,37199612,,19206124,19715912,21745452,21782208,,11368944,9801112,7734248,8295308
163,1,42,0,0,81650944,38013004,,18342716,19714440,21851328,21742460,,12256640,9799432,7617260,8339672
164,0,41,0,0,81969736,37711188,,18675896,19705916,21855656,21732268,,11913488,9815820,7621380,8360500
165,1,41,0,0,81990300,37654036,,18709884,19703648,21842432,21734336,,11861596,9806748,7631148,8354544
166,0,41,0,0,81978932,37673656,,18718056,19703812,21828524,21728540,,11854800,9802716,7661476,8354664
167,0,41,0,0,81372132,38307744,,18719256,19089008,21828228,21735640,,11859888,10432592,7654648,8360616
168,1,40,0,0,81864720,37774252,,18714844,19579972,21830108,21739796,,11854900,9924808,7638248,8356296
169,0,40,0,0,82035180,37623776,,18822440,19644316,21830000,21738424,,11769300,9849992,7651032,8353452
170,0,41,0,0,80936312,38759116,,18864184,19645540,21830772,20595816,,11725368,9855172,7667168,9511408
171,0,39,0,0,81706696,37987652,,18864132,19716548,21835356,21290660,,11721428,9796820,7664492,8804912
172,1,39,0,0,79965516,39682456,,18964224,19712996,19969804,21318492,,11623284,9794328,9513980,8750864
173,0,38,0,0,80401664,39228364,,18963844,19713300,20310280,21414240,,11614484,9783996,9177752,8652132
174,1,38,0,0,80594100,39044096,,18963764,19713420,20493420,21423496,,11621932,9795528,8978336,8648300
175,0,39,0,0,80708068,38914456,,19061844,19712920,20503588,21429716,,11527264,9792140,8969712,8625340
176,0,39,0,0,80808200,38846196,,19060552,19715196,20502064,21530388,,11528996,9804592,8959692,8552916
177,1,39,0,0,80989068,38680632,,19065104,19715564,20689832,21518568,,11526068,9808480,8793412,8552672
178,0,39,0,0,81194364,38451340,,19166132,19717060,20792988,21518184,,11414744,9806100,8685064,8545432
179,0,39,0,0,81355144,38297492,,19173988,19721116,20841108,21618932,,11407948,9805920,8638220,8445404
180,0,39,0,0,80769288,38917204,,19175680,19010380,20960320,21622908,,11416656,10539156,8510668,8450724
181,1,39,0,0,81724520,37951536,,19208908,19615188,21162584,21737840,,11385968,9907764,8305648,8352156
182,0,40,0,0,81750796,37904972,,19213264,19651736,21154364,21731432,,11388908,9846124,8322412,8347528
183,0,40,0,0,81956592,37698480,,19213272,19652244,21358116,21732960,,11383684,9849944,8125392,8339460
184,1,40,0,0,82129592,37534444,,19215608,19737068,21441064,21735852,,11379228,9777224,8038776,8339216
185,0,40,0,0,82226552,37430816,,19217708,19734120,21540700,21734024,,11380228,9764948,7943476,8342164
186,0,40,0,0,82340516,37307996,,19206208,19738328,21662320,21733660,,11376772,9758872,7823012,8349340
187,1,40,0,0,82428420,37204548,,19206680,19741464,21748828,21731448,,11384884,9754600,7720468,8344596
188,0,40,0,0,82446876,37170412,,19206820,19742200,21766852,21731004,,11370132,9770340,7699236,8330704
189,0,40,0,0,82423112,37225692,,19209484,19720344,21756852,21736432,,11369156,9797000,7707664,8351872
190,1,39,0,0,81626628,38014568,,18566620,19711736,21757220,21591052,,12020668,9799540,7704648,8489712
191,0,39,0,0,82123584,37527544,,18901724,19711636,21760996,21749228,,11664024,9804088,7722260,8337172
192,0,39,0,0,82299456,37333020,,19090348,19711284,21760780,21737044,,11490120,9803912,7706448,8332540
193,0,40,0,0,81865916,37764856,,19094728,19291380,21748492,21731316,,11475972,10250340,7699340,8339204
194,0,40,0,0,82288484,37323224,,19088280,19726308,21748184,21725712,,11476916,9797552,7715672,8333084
195,0,40,0,0,82436660,37132676,,19226200,19731100,21751228,21728132,,11337652,9769408,7706652,8318964
196,1,40,0,0,82379228,37243908,,19223336,19733848,21701544,21720500,,11361836,9789536,7760840,8331696
197,0,40,0,0,80767624,38905016,,19222580,19727564,20081472,21736008,,11370220,9776760,9421604,8336432
198,1,38,0,0,78549632,41117580,,19220948,19725856,17865324,21737504,,11358316,9796392,11623116,8339756
199,0,38,0,0,78707948,40903916,,19215008,19727524,18045572,21719844,,11365280,9779288,11403408,8355940
200,1,39,0,0,78463344,41203136,,19226072,19726604,18172228,21338440,,11357020,9785964,11312532,8747620
201,0,38,0,0,78906020,40736972,,19219164,19737120,18263572,21686164,,11365992,9771524,11206764,8392692
202,0,38,0,0,79023416,40619924,,19219784,19736908,18322636,21744088,,11360248,9781136,11146572,8331968
203,1,38,0,0,79053756,40580752,,19223148,19734116,18351356,21745136,,11359608,9777460,11113680,8330004
204,0,38,0,0,73192060,46499084,,19224172,13595680,18626120,21746088,,11355964,15950816,10857412,8334892
205,0,34,0,0,74112700,45529996,,18950768,14694700,18728700,21738532,,11630512,14797640,10750012,8351832
206,0,34,0,0,74275280,45386320,,19100272,14706232,18734056,21734720,,11476076,14830616,10738292,8341336
207,0,35,0,0,74664020,45039136,,19104372,14877708,18950148,21731792,,11493164,14666220,10531800,8347952
208,1,35,0,0,74680860,44969032,,19108032,14882824,18963848,21726156,,11471248,14660044,10495656,8342084
209,0,36,0,0,74937400,44726204,,19104848,15053024,19060952,21718576,,11468028,14484824,10416500,8356852
210,0,36,0,0,75353580,44305992,,19211500,15157112,19260072,21724896,,11369232,14391220,10204348,8341192
211,0,37,0,0,74961072,44732588,,19212888,15509260,19265992,20972932,,11375032,14033628,10204328,9119600
212,0,38,0,0,72657296,47010872,,19218000,15708644,19364940,18365712,,11367552,13828292,10096452,11718576
213,1,39,0,0,73007736,46641292,,19233920,15717052,19569416,18487348,,11337460,13816680,9897600,11589552
214,0,39,0,0,73601836,46023000,,19236644,16033496,19569596,18762100,,11331152,13497504,9885912,11308432
215,0,40,0,0,73866948,45789368,,19236176,16090760,19677336,18862676,,11329920,13442528,9793268,11223652
216,0,40,0,0,74040376,45622336,,19244132,16139476,19794884,18861884,,11342860,13392160,9673184,11214132
217,0,40,0,0,74649136,44974456,,19241068,16342172,19881448,19184448,,11339780,13178412,9572272,10883992
218,0,40,0,0,74948520,44677652,,19240968,16442180,20007732,19257640,,11337596,13068592,9460228,10811236
219,0,40,0,0,75293704,44321544,,19240680,16547312,20092184,19413528,,11343924,12962272,9362152,10653196
220,1,40,0,0,74017212,45620572,,17518544,16746360,20183148,19569160,,13074972,12769384,9267528,10508688
221,0,38,0,0,74910668,44726728,,18058768,16849268,20327384,19675248,,12518288,12683856,9123828,10400756
222,1,38,0,0,75324440,44327040,,18094372,17056024,20394200,19779844,,12483336,12478836,9064952,10299916
223,0,38,0,0,75807360,43805816,,18091416,17261956,20500688,19953300,,12483220,12258996,8956492,10107108
224,0,38,0,0,76270656,43394852,,18154032,17365916,20692648,20058060,,12457500,12149880,8771084,10016388
225,1,38,0,0,76654756,43015036,,18152484,17460920,20705192,20336160,,12441356,12064400,8770232,9739048
226,0,39,0,0,77300040,42341100,,18284256,17670140,20808076,20537568,,12301740,11859992,8656416,9522952
227,0,40,0,0,77951600,41678840,,18432364,17872824,20908124,20738288,,12157300,11655668,8547444,9318428
228,0,40,0,0,78415588,41194020,,18431848,17975236,21013264,20995240,,12147184,11545344,8442460,9059032
229,0,40,0,0,79182340,40425908,,18621332,18282824,21115388,21162796,,11964244,11236108,8335892,8889664
230,0,41,0,0,79924784,39689720,,18812080,18495872,21204392,21412440,,11776420,11008316,8257260,8647724
231,1,41,0,0,80382876,39202768,,18807024,18596800,21318772,21660280,,11773944,10908120,8116844,8403860
232,0,41,0,0,81174296,38436408,,19107900,18926256,21424720,21715420,,11482352,10586964,8021648,8345444
233,0,41,0,0,81557788,38050024,,19216492,19138468,21524644,21678184,,11371232,10372816,7935792,8370184
234,1,41,0,0,81802224,37778480,,19244252,19239044,21637712,21681216,,11337504,10265996,7812032,8362948
235,0,41,0,0,82194660,37399632,,19247040,19502368,21764824,21680428,,11326376,9999080,7698328,8375848
236,0,41,0,0,82422612,37161016,,19241252,19756280,21741896,21683184,,11321852,9744316,7715416,8379432
237,1,41,0,0,79754684,39819776,,19241036,19756784,21740872,19015992,,11332100,9750496,7688532,11048648
238,0,40,0,0,79882004,39699272,,19241320,19770608,21739124,19130952,,11347616,9730428,7701056,10920172
239,1,40,0,0,80053784,39529236,,19243324,19765460,21738580,19306420,,11337608,9733480,7709296,10748852
240,0,41,0,0,80263964,39307312,,19242076,19768576,21738184,19515128,,11333456,9728244,7702644,10542968
241,1,41,0,0,80329056,39252456,,19242904,19772688,21745532,19567932,,11330408,9731180,7717160,10473708
242,0,41,0,0,80485048,39107264,,19243124,19773296,21747072,19721556,,11329680,9732600,7715692,10329292
243,0,41,0,0,80611116,38985932,,19242608,19773304,21752220,19842984,,11344784,9731088,7705456,10204604
244,0,40,0,0,80392332,39190948,,18988436,19767904,21751424,19884568,,11594568,9727684,7695712,10172984
245,0,40,0,0,79505564,40057252,,19160292,19771696,20444148,20129428,,11400612,9731772,9013652,9911216
246,1,37,0,0,77851300,41712996,,19167956,17779300,20752652,20151392,,11401408,11729264,8703796,9878528
247,0,37,0,0,78097140,41453020,,19169992,18006556,20768904,20151688,,11411372,11458396,8671348,9911904
248,0,37,0,0,78503324,41061464,,19259468,18014812,20770104,20458940,,11318488,11482228,8678272,9582476
249,1,37,0,0,78617400,40935244,,19257712,18025496,20871968,20462224,,11312192,11469136,8580964,9572952
250,0,37,0,0,78717504,40832336,,19257296,18014220,20980524,20465464,,11311904,11496920,8451412,9572100
251,0,37,0,0,79058392,40489372,,19257620,18016148,21020920,20763704,,11309732,11485004,8407024,9287612
252,0,37,0,0,79679920,39877724,,19258788,18191096,21460480,20769556,,11309684,11306972,7978692,9282376
253,0,40,0,0,79949856,39576692,,19262612,18358268,21451804,20877172,,11308228,11126932,7974840,9166692
254,0,40,0,0,80155520,39394732,,19263112,18359908,21451916,21080584,,11325132,11129620,7988112,8951868
255,0,40,0,0,80660968,38910188,,19264740,18548560,21746944,21100724,,11327948,10941956,7697592,8942692
256,0,40,0,0,80784404,38787096,,19263660,18567532,21747396,21205816,,11319616,10923896,7694620,8848964
257,1,40,0,0,80357976,39228036,,18628348,18572124,21750500,21407004,,11963548,10918572,7704832,8641084
258,0,40,0,0,81060392,38451836,,19119996,18771488,21751020,21417888,,11441604,10718812,7674996,8616424
259,0,40,0,0,81234512,38312588,,19160188,18783928,21771032,21519364,,11412896,10705140,7684012,8510540
260,1,40,0,0,81421560,38148244,,19176188,18742348,21774212,21728812,,11403380,10771668,7676240,8296956
261,0,40,0,0,81725772,37873180,,19277084,18938828,21776100,21733760,,11300676,10575508,7690764,8306232
262,0,40,0,0,81771440,37802912,,19278796,18950644,21795620,21746380,,11310216,10552204,7658384,8282108
